384,3,688299,09:14:00.570,S,0,0,0.000,0,0.000,OCALL,09:14:00.652,2371
201251,3,688299,09:15:00.490,A,0,2211,15.050,15000,0.000,S,09:25:14.799,1188049
201252,3,688299,09:15:01.300,A,0,6585,15.160,4900,0.000,S,09:25:14.799,1188050
201253,3,688299,09:15:01.430,A,0,8110,15.830,18000,0.000,S,09:25:14.801,1188051
201254,3,688299,09:15:01.650,A,0,12425,15.000,500,0.000,S,09:25:14.801,1188052
201255,3,688299,09:15:01.730,A,0,13151,15.990,3000,0.000,S,09:25:14.801,1188053
201256,3,688299,09:15:01.730,A,0,13169,16.990,3000,0.000,S,09:25:14.801,1188054
201257,3,688299,09:15:01.730,A,0,13170,17.770,3000,0.000,S,09:25:14.801,1188055
201258,3,688299,09:15:01.820,A,0,14214,16.080,600,0.000,S,09:25:14.801,1188056
201259,3,688299,09:15:01.820,A,14238,0,14.660,200,0.000,B,09:25:14.801,1188057
201260,3,688299,09:15:01.820,A,14266,0,13.810,700,0.000,B,09:25:14.801,1188058
201261,3,688299,09:15:01.910,A,0,16324,17.780,1000,0.000,S,09:25:14.801,1188059
201262,3,688299,09:15:02.050,A,0,17825,17.780,200,0.000,S,09:25:14.801,1188060
201263,3,688299,09:15:02.050,A,18169,0,14.000,3000,0.000,B,09:25:14.801,1188061
201264,3,688299,09:15:02.050,A,0,18428,17.780,500,0.000,S,09:25:14.801,1188062
201265,3,688299,09:15:02.050,A,18939,0,13.010,3000,0.000,B,09:25:14.801,1188063
201266,3,688299,09:15:02.190,A,19345,0,12.800,500,0.000,B,09:25:14.801,1188064
201267,3,688299,09:15:02.320,A,0,21350,15.130,1000,0.000,S,09:25:14.801,1188065
201268,3,688299,09:15:02.320,A,0,21556,15.130,6000,0.000,S,09:25:14.801,1188066
201269,3,688299,09:15:02.320,A,0,21590,15.530,8000,0.000,S,09:25:14.801,1188067
201270,3,688299,09:15:02.320,A,0,21858,15.630,9000,0.000,S,09:25:14.801,1188068
201271,3,688299,09:15:02.320,A,0,21859,15.950,12000,0.000,S,09:25:14.801,1188069
201272,3,688299,09:15:02.390,A,0,23747,16.300,200,0.000,S,09:25:14.801,1188070
201273,3,688299,09:15:02.640,A,0,28174,15.130,1000,0.000,S,09:25:14.801,1188071
201274,3,688299,09:15:02.770,A,0,29687,17.770,630,0.000,S,09:25:14.801,1188072
201275,3,688299,09:15:02.770,A,0,29707,17.480,628,0.000,S,09:25:14.801,1188073
201276,3,688299,09:15:03.600,A,0,40685,15.040,2078,0.000,S,09:25:14.801,1188074
201277,3,688299,09:15:03.700,A,0,41782,15.120,2067,0.000,S,09:25:14.801,1188075
201278,3,688299,09:15:03.700,A,0,41787,15.190,2688,0.000,S,09:25:14.801,1188076
201279,3,688299,09:15:03.700,A,0,42509,14.990,4000,0.000,S,09:25:14.801,1188077
201280,3,688299,09:15:03.700,A,42730,0,14.620,2138,0.000,B,09:25:14.801,1188078
201281,3,688299,09:15:03.700,A,42733,0,14.610,2139,0.000,B,09:25:14.801,1188079
201282,3,688299,09:15:03.700,A,42743,0,14.600,2141,0.000,B,09:25:14.801,1188080
201283,3,688299,09:15:03.700,A,42744,0,14.520,4305,0.000,B,09:25:14.801,1188081
201284,3,688299,09:15:03.700,A,42747,0,14.450,4325,0.000,B,09:25:14.801,1188082
201285,3,688299,09:15:03.830,A,0,44128,15.030,1000,0.000,S,09:25:14.801,1188083
201286,3,688299,09:15:03.990,A,0,47046,17.770,500,0.000,S,09:25:14.801,1188084
201287,3,688299,09:15:03.990,A,47089,0,14.610,1000,0.000,B,09:25:14.801,1188085
201288,3,688299,09:15:04.130,A,0,48615,16.490,500,0.000,S,09:25:14.801,1188086
201289,3,688299,09:15:04.130,A,0,48643,15.890,439,0.000,S,09:25:14.801,1188087
201290,3,688299,09:15:04.290,A,49840,0,14.010,30100,0.000,B,09:25:14.801,1188088
201291,3,688299,09:15:04.420,A,0,51389,14.980,5000,0.000,S,09:25:14.801,1188089
201292,3,688299,09:15:04.420,A,0,52642,15.240,5000,0.000,S,09:25:14.801,1188090
201293,3,688299,09:15:04.690,A,0,56640,15.170,500,0.000,S,09:25:14.801,1188091
201294,3,688299,09:15:05.000,A,0,59053,15.250,400,0.000,S,09:25:14.801,1188092
201295,3,688299,09:15:05.000,A,0,59156,15.490,400,0.000,S,09:25:14.801,1188093
201296,3,688299,09:15:05.000,A,0,59183,15.750,400,0.000,S,09:25:14.801,1188094
201297,3,688299,09:15:05.000,A,0,59202,15.990,400,0.000,S,09:25:14.801,1188095
201298,3,688299,09:15:05.000,A,0,59203,16.250,400,0.000,S,09:25:14.801,1188096
201299,3,688299,09:15:05.000,A,0,59204,16.490,400,0.000,S,09:25:14.801,1188097
201300,3,688299,09:15:05.000,A,0,59205,16.750,400,0.000,S,09:25:14.801,1188098
201301,3,688299,09:15:05.000,A,0,59206,16.990,400,0.000,S,09:25:14.801,1188099
201302,3,688299,09:15:05.000,A,0,59210,17.250,400,0.000,S,09:25:14.801,1188100
201303,3,688299,09:15:05.000,A,0,59402,17.490,400,0.000,S,09:25:14.801,1188101
201304,3,688299,09:15:05.150,A,60862,0,14.020,1000,0.000,B,09:25:14.801,1188102
201305,3,688299,09:15:05.150,A,0,61008,14.980,5500,0.000,S,09:25:14.801,1188103
201306,3,688299,09:15:05.150,A,61748,0,12.130,200,0.000,B,09:25:14.801,1188104
201307,3,688299,09:15:05.150,A,62019,0,14.510,1000,0.000,B,09:25:14.801,1188105
201308,3,688299,09:15:05.430,A,66552,0,14.360,6000,0.000,B,09:25:14.801,1188106
201309,3,688299,09:15:05.580,A,0,68057,15.680,700,0.000,S,09:25:14.801,1188107
201310,3,688299,09:15:05.580,A,68058,0,14.230,700,0.000,B,09:25:14.801,1188108
201311,3,688299,09:15:06.020,A,0,73038,15.100,200,0.000,S,09:25:14.801,1188109
201312,3,688299,09:15:06.020,A,0,73039,15.400,200,0.000,S,09:25:14.801,1188110
201313,3,688299,09:15:06.020,A,0,73040,15.700,200,0.000,S,09:25:14.801,1188111
201314,3,688299,09:15:06.020,A,0,73043,16.400,200,0.000,S,09:25:14.801,1188112
201315,3,688299,09:15:06.020,A,0,73165,16.800,200,0.000,S,09:25:14.801,1188113
201316,3,688299,09:15:06.020,A,0,73166,17.200,200,0.000,S,09:25:14.801,1188114
201317,3,688299,09:15:06.020,A,0,73167,17.600,200,0.000,S,09:25:14.801,1188115
201318,3,688299,09:15:06.160,A,74826,0,14.750,372,0.000,B,09:25:14.801,1188116
201319,3,688299,09:15:06.210,A,0,75080,17.440,4235,0.000,S,09:25:14.801,1188117
201320,3,688299,09:15:06.210,A,0,75213,17.780,10000,0.000,S,09:25:14.801,1188118
201321,3,688299,09:15:06.210,A,0,76065,17.480,200,0.000,S,09:25:14.801,1188119
201322,3,688299,09:15:06.370,A,0,78438,14.990,3000,0.000,S,09:25:14.801,1188120
201323,3,688299,09:15:06.370,A,0,78442,15.080,3000,0.000,S,09:25:14.801,1188121
201324,3,688299,09:15:06.520,A,80317,0,14.720,1000,0.000,B,09:25:14.801,1188122
201325,3,688299,09:15:06.670,A,0,81467,15.250,200,0.000,S,09:25:14.801,1188123
201326,3,688299,09:15:06.670,A,0,81604,15.550,200,0.000,S,09:25:14.801,1188124
201327,3,688299,09:15:06.670,A,0,81609,15.850,200,0.000,S,09:25:14.801,1188125
201328,3,688299,09:15:06.670,A,0,81615,16.000,200,0.000,S,09:25:14.801,1188126
201329,3,688299,09:15:06.670,A,0,81616,16.200,200,0.000,S,09:25:14.801,1188127
201330,3,688299,09:15:06.670,A,0,81617,16.600,200,0.000,S,09:25:14.801,1188128
201331,3,688299,09:15:06.670,A,0,81620,17.000,200,0.000,S,09:25:14.801,1188129
201332,3,688299,09:15:06.670,A,0,81621,17.400,200,0.000,S,09:25:14.801,1188130
201333,3,688299,09:15:06.670,A,0,82059,15.500,200,0.000,S,09:25:14.801,1188131
201334,3,688299,09:15:06.670,A,0,82060,15.800,200,0.000,S,09:25:14.801,1188132
201335,3,688299,09:15:06.950,A,0,84795,15.150,300,0.000,S,09:25:14.801,1188133
201336,3,688299,09:15:06.950,A,0,85012,17.780,4620,0.000,S,09:25:14.801,1188134
201337,3,688299,09:15:07.060,A,0,87864,15.150,8000,0.000,S,09:25:14.801,1188135
201338,3,688299,09:15:07.060,A,0,87929,17.780,600,0.000,S,09:25:14.801,1188136
201339,3,688299,09:15:07.420,A,0,91130,15.220,1400,0.000,S,09:25:14.801,1188137
201340,3,688299,09:15:07.420,A,0,91620,16.000,500,0.000,S,09:25:14.801,1188138
201341,3,688299,09:15:07.580,A,0,92478,17.780,200,0.000,S,09:25:14.801,1188139
201342,3,688299,09:15:07.580,A,92622,0,13.520,600,0.000,B,09:25:14.801,1188140
201343,3,688299,09:15:07.680,A,0,94192,14.990,1500,0.000,S,09:25:14.801,1188141
201344,3,688299,09:15:07.680,A,0,94200,15.150,1500,0.000,S,09:25:14.801,1188142
201345,3,688299,09:15:07.680,A,0,94351,14.990,500,0.000,S,09:25:14.801,1188143
201346,3,688299,09:15:07.680,A,0,94382,15.150,500,0.000,S,09:25:14.801,1188144
201347,3,688299,09:15:07.680,A,0,94493,14.990,500,0.000,S,09:25:14.801,1188145
201348,3,688299,09:15:07.680,A,0,94513,15.150,500,0.000,S,09:25:14.801,1188146
201349,3,688299,09:15:07.680,A,0,94524,14.990,400,0.000,S,09:25:14.801,1188147
201350,3,688299,09:15:07.680,A,0,94535,15.150,400,0.000,S,09:25:14.801,1188148
201351,3,688299,09:15:07.680,A,0,94878,14.980,500,0.000,S,09:25:14.801,1188149
